2734 SEDGWICK AVENUE	10468	32850	22995	3334.275	4763.25
2735 MARION AVENUE	10458	31755	22229	3222.625	4603.75
2735 WEBSTER AVENUE	10458	16425	11498	1667.1375	2381.63
274 EAST 175 STREET	10457	24638	17246	2691.99	3845.7
2745 RESERVOIR AVENUE	10468	74460	52122	10731	15330
275 EAST 201 STREET	10458	44968	31478	4725	6750
275 EAST GUN HILL ROAD	10467	57487	40241	6036.24	8623.2
275 FORT WASHINGTON AVENUE	10032	24638	17246	2500.7063	3572.44
2750 OLINVILLE AVENUE	10467	39937	27956	4060	5800
2754 CLAFLIN AVENUE	10468	25696	17987	2639	3770
2754 GRAND CONCOURSE	10458	40055	28039	4200	6000
2755 RESERVOIR AVENUE	10468	49932	34952	5250	7500
2758 CRUGER AVENUE	10467	26554	18588	2835	4050
276 SHERMAN AVENUE	10034	40880	28616	4305	6150
2760 GRAND CONCOURSE	10458	40004	28003	4200.42	6000.6
2760 HOLLAND AVENUE	10467	40880	28616	4149.32	5927.6
2760 JEROME AVENUE	10468	40004	28003	4060	5800
2765 MATTHEWS AVENUE	10467	49932	34952	5250	7500
2766 DR M L KING JR BOULEVARD	10468	36000	25200	3654	5220
2766 SEDGWICK AVENUE	10468	41063	28744	4167.8438	5954.06
2767 MORRIS AVENUE	10468	16425	11498	1667.1375	2381.63
2769 DR M L KING JR BOULEVARD	10468	35040	24528	3552.5	5075
277 BROADWAY	10007	41500	29050	4212.25	6017.5
277 EAST 207 STREET	10467	45442	31810	4771.52	6816.45
2770 BRIGGS AVENUE	10458	42048	29434	4410	6300
2771 BAINBRIDGE AVENUE	10458	44968	31478	4721.64	6745.2
2772 VALENTINE AVENUE	10458	26827	18779	2723.04	3890.06
2775 KINGSBRIDGE TERRACE	10463	29200	20440	3066	4380
278 EAST 239 STREET	10470	27156	19009	2740.5	3915
2780 DR M L KING JR BOULEVARD	10468	65116	45581	6825	9750
2780 GRAND CONCOURSE	10458	59860	41902	6300	9000
2780 SCHURZ AVENUE	10465	31755	22229	3223.1325	4604.48
2781 GRAND CONCOURSE	10468	25933	18153	2639	3770
2784 MORRIS AVENUE	10468	32850	22995	3334.28	4763.25
2791 GRAND CONCOURSE	10468	52323	36626	5278	7540
2794 VALENTINE AVENUE	10458	35040	24528	3675	5250
28 EAST 31 STREET	10016	61320	42924	6090	8700
28 EAST 31 STREET	10016	52560	36792	5334.84	7621.2
28 EAST 73 STREET	10021	41063	28744	4167.8945	5954.14
28 WEST 27 STREET	10001	29000	20300	2943.5	4205
28 WEST 36 STREET	10018	44512	31158	2126.25	3037.5
28 WEST 38 STREET	10018	99746	69823	10222.8616	14604.09
28-05 33 STREET	11102	10950	7665	1111.425	1587.75
28-15 34 STREET	11103	29638	20747	3008.257	4297.51
28-16 34 STREET	11103	0	0	0	0
28-35 34 STREET	11103	18907	13235	1919.0605	2741.52
28-41 34 STREET	11103	18907	13235	1919.0605	2741.52
28-46 41 STREET	11103	28361	19852	2878.6415	4112.35
280 LONGSTREET AVENUE	10465	37668	26368	3955.14	5650.2
280 PARK AVENUE SOUTH	10010	242240	169568	21000	30000
280 RIVERSIDE DRIVE	10025	181661	127162	19074.35	27249.08
2800 DR M L KING JR BOULEVARD	10468	42048	29434	4410	6300
2800 HEATH AVENUE	10463	57488	40241	6036.135	8623.05
2800 SEDGWICK AVENUE	10468	41062	28744	4167.8438	5954.06
2801 BEVERLY ROAD	11226	29675	20772	3012.0125	4302.88
2802 GRAND CONCOURSE	10458	16425	11498	1667.1375	2381.63
2805 GRAND CONCOURSE	10468	44712	31299	4538.3695	6483.39
2805 HEATH AVENUE	10463	55845	39092	7726.32	11037.6
2807 CLAFLIN AVENUE	10468	40004	28003	4060	5800
281 EAST 205 STREET	10467	66009	46206	6650.154	9500.22
281 EDGECOMBE AVENUE	10031	25243	17670	2537.5	3625
281 WADSWORTH AVENUE	10040	74212	51949	5073.5727	7247.96
2815 GRAND CONCOURSE	10468	32850	22995	3334.275	4763.25
2816 HEATH AVENUE	10463	32850	22995	3449.25	4927.5
2816 ROEBLING AVENUE	10461	41063	28744	4311.5625	6159.38
2820 MARION AVENUE	10458	27010	18907	2740.5	3915
2828 KINGS HIGHWAY	11229	68730	48111	6976.095	9965.85
2830 MORRIS AVENUE	10468	40004	28003	4200	6000
2830 OLINVILLE AVENUE	10467	31755	22229	3223.1325	4604.48
2830 SEDGWICK AVENUE	10468	37668	26368	3955.35	5650.5
2834 HEATH AVENUE	10463	32850	22995	3449.25	4927.5
284 EAST 206 STREET	10467	54750	38325	5557.125	7938.75
2840 BAILEY AVENUE	10463	748834	524184	75196.8	107424
2840 SEDGWICK AVENUE	10468	115837	81086	11670.0133	16671.45
2842 GRAND CONCOURSE	10458	49932	34952	5250	7500
2845 DR M L KING JR BOULEVARD	10468	52800	36960	4462.5	6375
2846 BRIGGS AVENUE	10458	11680	8176	1116.5	1595
2847 WEBB AVENUE	10468	16425	11498	1667.1375	2381.63
2850 GRAND CONCOURSE	10458	18104	12673	1827	2610
2850 WEBB AVENUE	10468	147095	102967	14819	21170
2855 CLAFLIN AVENUE	10468	24637	17246	2586.99	3695.7
2857 SEDGWICK AVENUE	10468	114464	80125	6300	9000
2860 BAILEY AVENUE	10463	22630	15841	4767	6810
2860 DECATUR AVENUE	10458	73000	51100	3704.75	5292.5
2865 KINGSBRIDGE TERRACE	10463	47925	33548	5032.125	7188.75
2865 OCEAN AVENUE	11235	85082	59557	8933.61	12762.3
2865 OCEAN AVENUE	11235	110960	77672	11650.8	16644
2866 MARION AVENUE	10458	29674	20772	3115.88	4451.25
2866 MARION AVENUE	10458	57487	40241	5940.38	8486.25
2870 MARION AVENUE	10458	43034	30123	4527.14	6467.34
2875 SEDGWICK AVENUE	10468	89425	62598	5075	7250
2876 JEROME AVENUE	10468	27923	19546	2931.86	4188.38
2877 GRAND CONCOURSE	10468	96888	67822	9918.82	14169.75
288 WEST 92 STREET	10025	15878	11114	1613.85	2305.5
2886 BRIGGS AVENUE	10458	24784	17348	2515.53	3593.61
2888 GRAND CONCOURSE	10458	20258	14180	2056.187	2937.41
29 9 AVENUE	10014	29638	20747	3045	4350
29 CHARLES STREET	10014	26280	18396	2667.42	3810.6
29 EAST 29 STREET	10016	114975	80483	12072.375	17246.25
29 EAST FORDHAM ROAD	10468	12480	8736	1266.2378	1808.91
29 WEST 36 STREET	10018	25800	18060	2709	3870
29 WEST 64 STREET	10023	25039	17527	2541.4585	3630.66
29 WEST 65 STREET	10023	32850	22995	3449.25	4927.5
29-01 216 STREET	11360	62601	43821	6405	9150
29-01 BORDEN AVENUE	11101	215003	150502	21672.7875	30961.13
29-01 BORDEN AVENUE	11101	215003	150502	21672.7875	30961.13
29-27 41 AVENUE	11101	23725	16608	2408.0875	3440.13
29-76 NORTHERN BOULEVARD	11101	75920	53144	8085	11550
2902 GRAND CONCOURSE	10458	15878	11114	1611.617	2302.31
2905 GRAND CONCOURSE	10468	25917	18142	2730	3900
2907 KINGSBRIDGE TERRACE	10463	48728	34109	4945.892	7065.56
2910 GRAND CONCOURSE	10458	24638	17246	2500.757	3572.51
2911 86 STREET	11223	43800	30660	4445.7	6351
2914 JEROME AVENUE	10468	122640	85848	12877.2	18396
2914 JEROME AVENUE	10468	29784	20849	3028.151	4325.93
2921 BRIGGS AVENUE	10458	30076	21053	3045	4350
2922 BARNES AVENUE	10467	50691	35484	5075	7250
2922 BARNES AVENUE	10467	49056	34339	4979.184	7113.12
2922 GRAND CONCOURSE	10458	31755	22229	3223.13	4604.48
2925 GRAND CONCOURSE	10468	25112	17578	2548.87	3641.24
2927 VALENTINE AVENUE	10458	36500	25550	3704.75	5292.5
2929 BRIGGS AVENUE	10458	21681	15177	2200.52	3143.6
2933 GRAND CONCOURSE	10468	29784	20849	3045	4350
2939 GRAND CONCOURSE	10468	29565	20696	3104.325	4434.75
2940 GRAND CONCOURSE	10458	65700	45990	6898.5	9855
295 5 AVENUE	10016	127800	89460	13419	19170
295 CENTRAL PARK WEST	10024	45443	31810	4771.52	6816.45
295 FORT WASHINGTON AVENUE	10032	42340	29638	4297.51	6139.3
295 LAFAYETTE STREET	10012	204400	143080	18779.25	26827.5
295 WEST 11 STREET	10014	41063	28744	4167.8945	5954.14
295 WEST 150 STREET	10039	25295	17706	2567.3918	3667.7
2950 BAINBRIDGE AVENUE	10458	28361	19852	2878.6415	4112.35
2953 DECATUR AVENUE	10458	26937	18856	2828.39	4040.55
2954 EAST 196 STREET	10461	29565	20696	3104.325	4434.75
2954 VALENTINE AVENUE	10458	36500	25550	3704.75	5292.5
2955 EAST 196 STREET	10461	48750	34125	2811.55	4016.5
2955 GRAND CONCOURSE	10468	93440	65408	9811.2	14016
2956 BAINBRIDGE AVENUE	10458	45990	32193	2667.42	3810.6
2960 DECATUR AVENUE	10458	32850	22995	3449.25	4927.5
2964 WILLIAMSBRIDGE ROAD	10467	45443	31810	4771.52	6816.45
2965 EAST 196 STREET	10461	44713	31299	4538.3695	6483.39
2965 MARION AVENUE	10458	95813	67069	5557.125	7938.75
2965 VALENTINE AVENUE	10458	31244	21871	3171.266	4530.38
2966 BRIGGS AVENUE	10458	28156	19709	2857.84	4082.63
2970 MARION AVENUE	10458	22228	15560	2256.19	3223.13
2971 MARION AVENUE	10458	25916	18142	2721.264	3887.52
2975 DECATUR AVENUE	10458	24236	16965	1481.9	2117
2975 INDEPENDENCE AVENUE	10463	105120	73584	10657.5	15225
2975 INDEPENDENCE AVENUE	10463	105120	73584	10657.5	15225
2975 INDEPENDENCE AVENUE	10463	64800	45360	6577.2	9396
2979 MARION AVENUE	10458	32850	22995	3449.25	4927.5
2980 VALENTINE AVENUE	10458	84178	58925	8623.23	12318.9
2985 BOTANICAL SQUARE	10458	117530	82271	10500	15000
2985 OCEAN PARKWAY	11235	28361	19852	2878.5908	4112.27
2986 MARION AVENUE	10458	26827	18779	2723.04	3890.06
2989 MARION AVENUE	10458	29784	20849	3150	4500
299 BROADWAY	10007	108576	76003	11165	15950
299 RIVERSIDE DRIVE	10025	95812	67069	5748.75	8212.5
2995 BOTANICAL SQUARE	10458	73913	51739	7760.8125	11086.88
3 EAST 69 STREET	10021	49932	34952	5250	7500
3 EAST 85 STREET	10028	30076	21053	3045	4350
3 HANOVER SQUARE	10004	202027	141419	20695.5	29565
3 WEST 18 STREET	10011	12480	8736	1266.72	1809.6
3 WEST 192 STREET	10468	25112	17578	2537.5	3625
3 WEST 22 STREET	10010	55480	38836	5825.4	8322
3 WEST 29 STREET	10001	43800	30660	4445.7	6351
3 WEST 29 STREET	10001	44457	31120	4512.3855	6446.27
3/5 EAST 28 STREET	10016	54149	37904	3029.25	4327.5
30 5 AVENUE	10011	128480	89936	5250	7500
30 BOGARDUS PLACE	10040	44968	31478	4721.64	6745.2
30 COOPER STREET	10034	40004	28003	4200	6000
30 EAST 208 STREET	10467	30076	21053	3045	4350
30 EAST 23 STREET	10010	11096	7767	1111.425	1587.75
30 EAST 33 STREET	10016	57600	40320	6825	9750
30 EAST 85 STREET	10028	50078	35055	5258.19	7511.7
30 EAST 9 STREET	10003	65700	45990	6898.5	9855
30 EAST END AVENUE	10028	219000	153300	12934.74	18478.2
30 ELLWOOD STREET	10040	29674	20772	3115.875	4451.25
30 IRVING PLACE	10003	62415	43691	6553.58	9362.25
30 MAGAW PLACE	10033	911040	637728	0	0
30 PARK AVENUE	10016	121545	85082	12810	18300
30 PARK TERRACE EAST	10034	55480	38836	5825.4	8322
30 PILOT STREET	10464	49275	34493	5173.88	7391.25
30 POST AVENUE	10034	49275	34493	5173.875	7391.25
30 ST MARK'S PLACE	10003	21353	14947	1926.47	2752.1
30 WEST 190 STREET	10468	45443	31810	4771.52	6816.45
30 WEST 21 STREET	10010	44800	31360	4547.2	6496
30 WEST 26 STREET	10010	39960	27972	4055.94	5794.2
30 WEST 90 STREET	10024	29127	20389	2956.3905	4223.42
30-02 BROADWAY	11106	32193	22535	3267.5895	4667.99
30-02 BROADWAY	11106	42158	29510	5927.6	8468
30-30 NORTHERN BOULEVARD	11101	91645	64152	9302.0081	13288.58
30-44 29 STREET	11102	87600	61320	9198	13140
30-56 30 STREET	11102	38836	27185	7261.31	10373.3
30-60 48 STREET	11103	29674	20772	3115.875	4451.25
30-70 48 STREET	11103	29674	20772	3115.875	4451.25
30-83 29 STREET	11102	28580	20006	2943.5	4205
30-86 32 STREET	11102	22995	16097	2333.9925	3334.28
300 8 AVENUE	11215	17849	12494	3334.275	4763.25
300 EAST 52 STREET	10022	20258	14180	2037.6125	2910.88
300 FORT WASHINGTON AVENUE	10032	65700	45990	8400	12000
300 MERCER STREET	10003	300796	210558	30813.3	44019
300 PARK AVENUE SOUTH	10010	157132	109993	16096.5	22995
300 RESERVOIR PLACE	10467	23506	16454	2385.859	3408.37
300 WEST 109 STREET	10025	93294	65306	9795.87	13994.1
300 WEST 21 STREET	10011	14819	10373	1504.1285	2148.76
300 WEST 43 STREET	10036	381150	266805	38686.73	55266.75
300 WEST 49 STREET	10019	40588	28412	8508.15	12154.5
300 WEST 53 STREET	10019	46538	32576	4886.44	6980.63
3000 KINGSBRIDGE AVENUE	10463	75555	52889	4139.1	5913
3001 VALENTINE AVENUE	10458	29200	20440	2963.8	4234
3006 DECATUR AVENUE	10458	32120	22484	3360	4800
301 AUDUBON AVENUE	10033	39881	27917	4038.8322	5769.76
301 EAST 45 STREET	10017	24637	17246	2625	3750
301 EAST 48 STREET	10017	233454	163418	23914.8	34164
301 EAST 48 STREET	10017	57488	40241	6036.24	8623.2
301 EAST 63 STREET	10021	112086	78460	11292.078	16131.54
301 WEST 19 STREET	10011	89425	62598	5365.5	7665
301 WEST 22 STREET	10011	27101	18971	2750.7718	3929.67
301 WEST 45 STREET	10036	100375	70263	8431.5	12045
3010 VALENTINE AVENUE	10458	29784	20849	3023.08	4318.68
3013 VALENTINE AVENUE	10458	30076	21053	3150	4500
3015 PERRY AVENUE	10458	60225	42158	6112.8375	8732.63
3015 ROBERTS AVENUE	10461	35040	24528	3675	5250
302 CONVENT AVENUE	10031	31755	22229	3223.1325	4604.48
302 EAST 88 STREET	10128	55699	38989	5848.395	8354.85
302 WEST 12 STREET	10014	98496	68947	10342.08	14774.4
3021 KINGSBRIDGE AVENUE	10463	32850	22995	3334.275	4763.25
3029 BRIGGS AVENUE	10458	30404	21283	3086.06	4408.65
303 BEVERLY ROAD	11218	133487	93441	13674.36	19534.8
303 EAST 37 STREET	10016	65700	45990	6898.5	9855
303 EAST 71 STREET	10021	49275	34493	4445.7	6351
303 EAST 83 STREET	10028	138226	96758	14513.73	20733.9
303 ELIZABETH STREET	10012	41063	28744	4311.615	6159.45
303 WEST 122 STREET	10027	31207	21845	3166.8	4524
303 WEST 154 STREET	10039	24638	17246	2586.99	3695.7
303 WEST 86 STREET	10024	43800	30660	5173.875	7391.25
3033 GODWIN TERRACE	10463	13566	9496	1816.3411	2594.77
3036 BAILEY AVENUE	10463	23126	16188	2347.3296	3353.33
3039 WALLACE AVENUE	10467	44968	31478	4725	6750
304 EAST 178 STREET	10457	58400	40880	5927.6	8468
304 EAST 5 STREET	10003	32704	22893	3319.456	4742.08
304 MULBERRY STREET	11012	33375	23363	3387.5625	4839.38
304 WEST 38 STREET	10018	37500	26250	3937.5	5625
304 WEST 89 STREET	10024	15750	11025	1624	2320
3040 CRUGER AVENUE	10467	35040	24528	3675	5250
3041 CRUGER AVENUE	10467	30076	21053	3150	4500
3043 VILLA AVENUE	10468	35040	24528	3675	5250
3044 VALENTINE AVENUE	10458	26111	18277	3892.21	5560.3
3045 GRAND CONCOURSE	10468	79132	55392	4311.3	6159
305 BEDFORD PARK BOULEVARD	10458	24638	17246	2730.35	3900.5
305 EAST 11 STREET	10003	40004	28003	4200	6000
305 EAST 11 STREET	10003	25112	17578	2537.5	3625
305 EAST 166 STREET	10456	34493	24145	1776.25	2537.5
305 RIDER AVENUE	10451	58320	40824	4060	5800
305 WEST 18 STREET	10011	29127	20389	2956.3905	4223.42
305 WEST 45 STREET	10036	57487	40241	6036.19	8623.13
305 WEST 52 STREET	10019	48728	34109	4945.89	7065.56
305 WEST 72 STREET	10023	42194	29536	4430.37	6329.1
3050 BAINBRIDGE AVENUE	10467	40004	28003	4200	6000
3050 DECATUR AVENUE	10467	26828	18779	2723.042	3890.06
3050 FAIRFIELD AVENUE	10463	65700	45990	6898.5	9855
3050 PERRY AVENUE	10467	32850	22995	3334.275	4763.25
3052 KINGSBRIDGE AVENUE	10463	40004	28003	4200	6000
3054 GODWIN TERRACE	10463	29740	20818	3150	4500
3055 DECATUR AVENUE	10467	29127	20389	2956.3905	4223.42
306 EAST 180 STREET	10457	26280	18396	2667.42	3810.6
306 EAST MOSHOLU PARKWAY SOUTH	10458	29200	20440	3449.25	4927.5
306 WEST 100 STREET	10025	67963	47574	6898.2445	9854.64
306 WEST 38 STREET	10018	36000	25200	3654	5220
3060/62 DECATUR AVENUE	10467	37960	26572	3857	5510
3063 BUHRE AVENUE	10461	29127	20389	2956.3905	4223.42
3065 GRAND CONCOURSE	10468	35040	24528	3675	5250
307 EAST 44 STREET	10017	512460	358722	53808.3	76869
307 EAST 44 STREET	10017	57487	40241	6036.1875	8623.13
307 WEST 38 STREET	10018	51150	35805	5370.75	7672.5
307/3115 EAST TREMONT AVENUE	10457	44968	31478	4567.5	6525
3070 DECATUR AVENUE	10467	30076	21053	3045	4350
3070 HULL AVENUE	10467	55687	38981	5757.36	8224.8
3070 ROBERTS AVENUE	10461	26280	18396	2537.5	3625
3073 BUHRE AVENUE	10461	27923	19546	2931.86	4188.38
308 DYCKMAN STREET	10034	23944	16761	2436	3480
308 WEST 103 STREET	10025	32850	22995	3449.25	4927.5
308 WEST 104 STREET	10025	26828	18779	2723.042	3890.06
308 WEST 58 STREET	10019	26208	18346	2639	3770
3080 EAST TREMONT AVENUE	10461	18104	12673	1827	2610
3080 HULL AVENUE	10467	69350	48545	7281.75	10402.5
309	10463	41063	28744	4167.8945	5954.14
309 EAST 49 STREET	10017	74077	51854	7588.35	10840.5
309 EAST 87 STREET	10128	68729	48111	7216.65	10309.5
309 WEST 104 STREET	10025	24735	17315	2625	3750
31 EAST 28 STREET	10016	60219	42153	6173.118	8818.74
31 EAST 72 STREET	10021	85375	59763	8745.765	12493.95
31 JANE STREET	10014	41062	28744	4311.615	6159.45
31 MT HOPE PLACE	10453	16425	11498	1667.1375	2381.63
31 UNION SQUARE WEST	10003	60773	42541	6381.1125	9115.88
31 WEST 11 STREET	10011	10101	7071	1025.2515	1464.65
31 WEST 27 STREET	10001	82125	57488	8623.125	12318.75
31 WEST 47 STREET	10036	50040	35028	6615	9450
31 WEST MOSHOLU PARKWAY NORTH	10467	37668	26368	3955.14	5650.2
31-10 THOMSON AVENUE	11101	24120	16884	2436	3480
31-10 THOMSON AVENUE	11101	18900	13230	1918.35	2740.5
31-15 21 AVENUE	11105	48226	33758	4942.56	7060.8
31-18 35 STREET	11106	17465	12226	1776.25	2537.5
31-30 138 STREET	11354	97820	68474	5775	8250
31-31 138 STREET	11354	47450	33215	4982.25	7117.5
31-45 CRESCENT STREET	11106	44713	31299	4694.865	6706.95
31-49 29 STREET	11106	30386	21270	2500.76	3572.51
31-75 29 STREET	11106	24273	16991	2463.608	3519.44
310 EAST 112 STREET	10029	15878	11114	1611.617	2302.31
310 EAST 44 STREET	10017	98550	68985	10347.75	14782.5
310 EAST 44 STREET	10017	98550	68985	10347.75	14782.5
310 EAST 49 STREET	10017	27562	19294	2894.0625	4134.38
310 EAST 55 STREET	10022	45443	31810	4771.515	6816.45
310 EAST 65 STREET	10021	31755	22229	3223.1325	4604.48
310 EAST 66 STREET	10021	28361	19852	2878.6415	4112.35
310 EAST 74 STREET	10021	26827	18779	2722.9405	3889.92
310 LEXINGTON AVENUE	10016	73584	51509	6783	9690
310 WEST 106 STREET	10025	86104	60272	9040.92	12915.6
310 WEST 14 STREET	10014	44968	31478	4725	6750
310 WEST 143 STREET	10030	89681	62776	9416.51	13452.15
310 WEST 55 STREET	10019	59276	41493	6223.98	8891.4
310 WEST 72 STREET	10023	124501	87151	12417.3	17739
310 WEST 85 STREET	10024	69240	48468	4154.43	5934.9
310 WEST 94 STREET	10025	24637	17246	2500.76	3572.51
3104 WILKINSON AVENUE	10461	12264	8585	12831.21	18330.3
3105 DECATUR AVENUE	10467	31865	22305	3248	4640
3108 WILKINSON AVENUE	10461	15878	11114	1611.617	2302.31
3109 ROBERTS AVENUE	10461	26280	18396	2667.42	3810.6
311 EAST 50 STREET	10022	55596	38918	5684	8120
311 EAST 71 STREET	10021	49275	34493	5173.875	7391.25
311 EAST 72 STREET	10021	74861	52403	7847.07	11210.1
311 EAST 72 STREET	10021	134685	94280	13797	19710
311 WEST 34 STREET	10001	82741	57919	8335.6875	11908.13
3110 BAINBRIDGE AVENUE	10467	26280	18396	2667.42	3810.6
3110 BAINBRIDGE AVENUE	10467	22995	16097	2333.9925	3334.28
3111 BROADWAY	10027	37668	26368	3954.825	5649.75
3111 HEATH AVENUE	10463	21900	15330	3150	4500
3115 SEDGWICK AVENUE	10463	31755	22229	3223.1325	4604.48
3117 BROADWAY	10027	41063	28744	4167.8945	5954.14
3119 BAILEY AVENUE	10463	49275	34493	5173.88	7391.25
312 WEST 30 STREET	10001	31864	22305	3234.2975	4620.43
312 WEST 48 STREET	10036	29419	20593	2963.8	4234
3120 BAINBRIDGE AVENUE	10467	31755	22229	3223.1325	4604.48
3120 KINGSBRIDGE AVENUE	10463	74351	52045	3098.8965	4427
3120 KINGSBRIDGE AVENUE	10463	31755	22229	3223.1325	4604.48
3120 WILKINSON AVENUE	10461	49275	34493	5173.88	7391.25
3121 MIDDLETOWN ROAD	10461	71610	50127	7519.05	10741.5
3123 BAILEY AVENUE	10463	47961	33573	5035.91	7194.15
313 WEST 47 STREET	10036	22154	15508	2231.901	3188.43
3130 GRAND CONCOURSE	10458	98769	69138	10370.745	14815.35
3130 IRWIN AVENUE	10463	204280	142996	21000	30000
3133 ROCHAMBEAU AVENUE	10467	29784	20849	3045	4350
3136 GODWIN TERRACE	10463	54531	38172	5725.755	8179.65
3137 BROADWAY	10027	37559	26291	3812.1878	5445.98
314 EAST 112 STREET	10029	15878	11114	1611.617	2302.31
314 EAST 201 STREET	10458	13140	9198	2148.755	3069.65
314 SOUTH 3 STREET	11211	16425	11498	1667.1375	2381.63
3140 KINGSBRIDGE AVENUE	10463	49457	34620	5748.75	8212.5
3144 DECATUR AVENUE	10467	21900	15330	2222.85	3175.5
3145 ROCHAMBEAU AVENUE	10467	13031	9121	2334.5	3335
315 CENTRAL PARK WEST	10025	65700	45990	6898.5	9855
315 CENTRAL PARK WEST	10025	114975	80483	12072.38	17246.25
315 EAST 103 STREET	10029	84179	58925	8623.23	12318.9
315 EAST 187 STREET	10458	25179525	17625668	0	0
315 EAST 206 STREET	10467	41063	28744	3430.294	4900.42
315 EAST 56 STREET	10022	42340	29638	4297.51	6139.3
315 EAST 88 STREET	10128	62233	43563	6562.5	9375
315 EAST 88 STREET	10128	76650	53655	1533	2190
315 LEXINGTON AVENUE	10016	90675	63473	9135	13050
315 PARK AVENUE SOUTH	10010	60975	42683	6402.375	9146.25
315 RIVERSIDE DRIVE	10025	65700	45990	6898.5	9855
315 WEST 115 STREET	10026	31755	22229	3222.625	4603.75
315 WEST 23 STREET	10011	45625	31938	4630.9375	6615.63
315 WEST 232 STREET	10463	29674	20772	3115.88	4451.25
315 WEST 35 STREET	10001	24902	17431	2527.5327	3610.76
315 WEST 36 STREET	10018	68200	47740	7161	10230
315 WEST 86 STREET	10024	68730	48111	7216.6	10309.43
315 WEST 98 STREET	10025	26828	18779	2722.9913	3889.99
3150 ROBERTS AVENUE	10461	49932	34952	5250	7500
3150 ROCHAMBEAU AVENUE	10467	108780	76146	11911.41	17016.3
3155 GRAND CONCOURSE	10468	48728	34109	4945.892	7065.56
3156 PERRY AVENUE	10467	32850	22995	3334.275	4763.25
316 EAST 149 STREET	10451	18068	12647	192.9515	275.65
316 EAST MOSHOLU PARKWAY SOUTH	10458	31755	22229	3223.1325	4604.48
316 WEST 79 STREET	10024	71284	49899	5376	7680
316 WEST 79 STREET	10024	32850	22995	3449.25	4927.5
3162 BAINBRIDGE AVENUE	10467	47633	33343	4212.25	6017.5
317 EAST 34 STREET	10016	67343	47140	6898.5	9855
317 WEST 54 STREET	10019	54750	38325	5557.125	7938.75
317 WEST 83 STREET	10024	25043	17530	2537.5	3625
317 WEST 87 STREET	10024	35770	25039	3755.85	5365.5
317 WEST 89 STREET	10024	42340	29638	4297.51	6139.3
3171 ROCHAMBEAU AVENUE	10467	35040	24528	3679.2	5256
318 WEST 100 STREET	10025	37558	26291	3812.1878	5445.98
3182 ROCHAMBEAU AVENUE	10467	44968	31478	4725	6750
319 WEST 18 STREET	10011	24638	17246	2500.7063	3572.44
319 WEST 30 STREET	10001	21681	15177	2200.6215	3143.75
319 WEST 48 STREET	10036	85081	59557	10194.45	14563.5
319 WEST 48 STREET	10036	97090	67963	10194.45	14563.5
3191 ROCHAMBEAU AVENUE	10467	44968	31478	4725	6750
3195 DECATUR AVENUE	10467	32850	22995	3334.275	4763.25
32 EAST 64 STREET	10021	89425	62598	9389.63	13413.75
32 ST MARKS PLACE	10003	23360	16352	2371.04	3387.2
32 UNION SQUARE EAST	10003	49275	34493	5001.4125	7144.88
32 VARICK STREET	10013	89425	62598	9033.5	12905
32 WEST 39 STREET	10018	29952	20966	4060	5800
32 WEST 82 STREET	10024	32850	22995	3449.25	4927.5
32-05 NEWTOWN AVENUE	11102	41063	28744	4311.615	6159.45
32-06 29 STREET	11106	25039	17527	5075	7250
32-15 35 STREET	11106	46538	32576	4790.625	6843.75
32-16 CRESCENT STREET	11106	44943	31460	4595.4	6564.85
32-17 37 AVENUE	11101	102200	71540	4200	6000
32-20 34 AVENUE	11106	20258	14180	2056.187	2937.41
32-30 93 STREET	11369	42048	29434	4263	6090
32-35 30 STREET	11106	89170	62419	6321	9030
32-40 46 STREET	11103	18907	13235	1919.0605	2741.52
32-42 33 STREET	11106	49932	34952	5250	7500
32-50 49 AVENUE	11101	45169	31618	4075.225	5821.75
32-52 33RD STREET	11106	49932	34952	5250	7500
32-79 30 STREET	11106	26828	18779	2723.042	3890.06
320 5 AVENUE	10001	98550	68985	2667	3810
320 AUDUBON AVENUE	10033	37960	26572	3979.5	5685
320 EAST 176 STREET	10457	58108	40676	6090	8700
320 EAST 53 STREET	10022	58400	40880	6132	8760
320 EAST 53 STREET	10022	118260	82782	6132	8760
320 MANHATTAN AVENUE	10026	31864	22305	3234.2468	4620.35
320 WEST 19 STREET	10011	15878	11114	1611.62	2302.31
320 WEST 30 STREET	10001	32850	22995	3449.25	4927.5
320 WEST 37 STREET	10018	52871	37010	5442.969	7775.67
320 WEST 83 STREET	10024	30076	21053	3045	4350
320 WEST 89 STREET	10024	21681	15177	2200.6215	3143.75
320 WEST 90 STREET	10024	32193	22535	3267.59	4667.99
320 WEST END AVENUE	10023	59120	41384	6207.6	8868
3200 DECATUR AVENUE	10467	21360	14952	2182.25	3117.5
3200 ROCHAMBEAU AVENUE	10467	41063	28744	4311.615	6159.45
3202 KOSSUTH AVENUE	10467	30660	21462	3111.99	4445.7
3209 DECATUR AVENUE	10467	32814	22969	3330.5703	4757.96
321 EAST 48 STREET	10017	143080	100156	9525.6	13608
321 EAST 66 STREET	10021	28361	19852	2878.5908	4112.27
321 EAST 88 STREET	10128	15330	10731	1522.5	2175
321 EAST TREMONT AVENUE	10457	29565	20696	3000.8475	4286.93
321 WEST 55 STREET	10019	32850	22995	3334.28	4763.25
321 WEST 78 STREET	10024	49275	34493	5173.875	7391.25
321 WEST 78 STREET	10024	98112	68678	10301.76	14716.8
